element,date,time,block,reading,sample_id,x,sigma_x,y,sigma_y_c,epsilon,sigma_y_eff
Zn,2025-02-17,16:02:48,3,137,Marine Shale,186.000000,1.700000,236.000000,3.000000,7.688236,8.252816
As,2025-02-17,16:02:48,3,137,Marine Shale,25.700000,0.700000,28.000000,1.000000,1.080123,1.471960
Rb,2025-02-17,16:02:48,3,137,Marine Shale,147.000000,1.000000,148.000000,1.000000,1.226053,1.582152
Sr,2025-02-17,16:02:48,3,137,Marine Shale,178.000000,1.400000,179.000000,1.000000,1.403978,1.723704
Y,2025-02-17,16:02:48,3,137,Marine Shale,36.500000,0.100000,36.000000,1.000000,1.026882,1.433348
Zr,2025-02-17,16:02:48,3,137,Marine Shale,134.000000,1.600000,134.000000,1.000000,1.372813,1.698416
Nb,2025-02-17,16:02:48,3,137,Marine Shale,15.300000,0.100000,7.000000,1.000000,0.959099,1.385594
Mo,2025-02-17,16:02:48,3,137,Marine Shale,2.400000,0.100000,3.000000,1.000000,0.577350,1.154701
Ba,2025-02-17,16:02:48,3,137,Marine Shale,788.000000,7.700000,875.000000,15.000000,16.586699,22.363331
La,2025-02-17,16:02:48,3,137,Marine Shale,52.500000,0.600000,105.000000,25.000000,25.458463,35.680994
Ce,2025-02-17,16:02:48,3,137,Marine Shale,108.000000,0.900000,152.000000,30.000000,29.781900,42.272468
Pb,2025-02-17,16:02:48,3,137,Marine Shale,35.000000,0.100000,37.000000,1.000000,1.263390,1.611258
Th,2025-02-17,16:02:48,3,137,Marine Shale,15.800000,0.100000,37.000000,2.000000,2.363586,3.096214
U,2025-02-17,16:02:48,3,137,Marine Shale,5.760000,0.100000,7.000000,1.000000,1.204958,1.565862
Mg,2025-02-17,16:05:52,3,138,Black Shale,12300.000000,77.000000,12105.000000,671.000000,729.051940,990.836884
Al,2025-02-17,16:05:52,3,138,Black Shale,80300.000000,409.000000,94751.000000,345.000000,792.651452,864.477486
Si,2025-02-17,16:05:52,3,138,Black Shale,235700.000000,1217.000000,255497.000000,451.000000,1639.512953,1700.412810
P,2025-02-17,16:05:52,3,138,Black Shale,400.000000,0.100000,354.000000,18.000000,113.064694,114.488537
S,2025-02-17,16:05:52,3,138,Black Shale,58400.000000,470.000000,44332.000000,107.000000,267.404182,288.017355
K,2025-02-17,16:05:52,3,138,Black Shale,31800.000000,281.000000,32628.000000,79.000000,168.353556,185.967524
Ca,2025-02-17,16:05:52,3,138,Black Shale,11800.000000,201.000000,11768.000000,36.000000,341.827967,343.718430
Ti,2025-02-17,16:05:52,3,138,Black Shale,3600.000000,47.000000,3595.000000,74.000000,74.284817,104.853393
V,2025-02-17,16:05:52,3,138,Black Shale,219.120000,3.640000,222.000000,20.000000,16.742009,26.082463
Cr,2025-02-17,16:05:52,3,138,Black Shale,98.350000,3.600000,79.000000,10.000000,9.209109,13.594399
Mn,2025-02-17,16:05:52,3,138,Black Shale,200.000000,0.000000,156.000000,10.000000,11.095593,14.936940
Fe,2025-02-17,16:05:52,3,138,Black Shale,66400.000000,544.000000,65660.000000,143.000000,155.394092,211.178417
Co,2025-02-17,16:05:52,3,138,Black Shale,40.650000,0.700000,227.000000,21.000000,20.211066,29.145963
Ni,2025-02-17,16:05:52,3,138,Black Shale,192.940000,16.490000,197.000000,4.000000,4.359267,5.916351
Cu,2025-02-17,16:05:52,3,138,Black Shale,176.650000,3.240000,181.000000,4.000000,3.915371,5.597332
Zn,2025-02-17,16:05:52,3,138,Black Shale,62.520000,7.800000,56.000000,2.000000,2.669870,3.335896
As,2025-02-17,16:05:52,3,138,Black Shale,46.240000,0.830000,48.000000,1.000000,1.391365,1.713446
Rb,2025-02-17,16:05:52,3,138,Black Shale,140.000000,5.000000,157.000000,1.000000,1.278521,1.623150
Sr,2025-02-17,16:05:52,3,138,Black Shale,86.740000,1.710000,80.000000,1.000000,0.931982,1.366964
Y,2025-02-17,16:05:52,3,138,Black Shale,26.700000,0.600000,28.000000,1.000000,0.828189,1.298421
Zr,2025-02-17,16:05:52,3,138,Black Shale,144.240000,2.310000,139.000000,1.000000,1.391365,1.713446
Nb,2025-02-17,16:05:52,3,138,Black Shale,8.810000,0.100000,4.000000,1.000000,0.989949,1.407125
Mo,2025-02-17,16:05:52,3,138,Black Shale,159.410000,4.290000,142.000000,1.000000,1.983910,2.221688
Ba,2025-02-17,16:05:52,3,138,Black Shale,454.110000,29.590000,460.000000,14.000000,15.613111,20.970675
Ce,2025-02-17,16:05:52,3,138,Black Shale,64.580000,1.120000,114.000000,28.000000,24.725777,37.354572
Pr,2025-02-17,16:05:52,3,138,Black Shale,8.230000,0.100000,126.000000,40.000000,0.000000,40.000000
Pb,2025-02-17,16:05:52,3,138,Black Shale,52.180000,0.880000,52.000000,1.000000,1.368136,1.694637
Th,2025-02-17,16:05:52,3,138,Black Shale,9.310000,0.100000,21.000000,2.000000,2.322548,3.065001
U,2025-02-17,16:05:52,3,138,Black Shale,25.400000,0.510000,30.000000,1.000000,1.164375,1.534852
Al,2025-02-17,16:08:44,3,139,Carbonatite,1958.000000,212.000000,2377.000000,144.000000,393.265928,418.800776
Si,2025-02-17,16:08:44,3,139,Carbonatite,16222.000000,514.000000,12826.000000,94.000000,360.179042,372.243123
Fe,2025-02-17,16:08:44,3,139,Carbonatite,20562.000000,700.000000,14731.000000,62.000000,249.653985,257.237463
Ni,2025-02-17,16:08:44,3,139,Carbonatite,13.000000,1.000000,15.000000,3.000000,2.464491,3.882489
Y,2025-02-17,16:08:44,3,139,Carbonatite,81.000000,0.500000,71.000000,1.000000,1.574028,1.864823
Mg,2025-02-17,16:11:27,3,140,Phosphate,6400.000000,51.000000,6637.000000,926.000000,891.789297,1285.598752
Al,2025-02-17,16:11:27,3,140,Phosphate,12000.000000,138.000000,15632.000000,212.000000,478.559805,523.415215
Si,2025-02-17,16:11:27,3,140,Phosphate,61400.000000,316.000000,61225.000000,215.000000,614.596196,651.117104
Fe,2025-02-17,16:11:27,3,140,Phosphate,39200.000000,199.000000,41139.000000,128.000000,179.887556,220.779376
Zn,2025-02-17,16:11:27,3,140,Phosphate,26.400000,3.660000,32.000000,3.000000,2.544377,3.933682
As,2025-02-17,16:11:27,3,140,Phosphate,24.800000,0.920000,22.000000,2.000000,1.615893,2.571208
Sr,2025-02-17,16:11:27,3,140,Phosphate,703.600000,3.110000,693.000000,3.000000,3.963065,4.970501
Zr,2025-02-17,16:11:27,3,140,Phosphate,58.710000,10.770000,63.000000,2.000000,5.468269,5.822539
Ba,2025-02-17,16:11:27,3,140,Phosphate,219.700000,1.720000,247.000000,16.000000,19.053760,24.880630
Pb,2025-02-17,16:11:27,3,140,Phosphate,76.700000,4.080000,80.000000,2.000000,4.425121,4.856099
Mg,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,26800.000000,1206.000000,27737.000000,799.000000,759.354348,1102.279468
Al,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,34500.000000,1111.000000,40031.000000,249.000000,1108.266918,1135.894608
Si,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,131800.000000,982.000000,135974.000000,308.000000,858.155672,911.753891
P,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,1400.000000,288.000000,1247.000000,20.000000,87.424656,89.683167
S,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,15300.000000,1100.000000,13921.000000,45.000000,140.893190,147.905007
K,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,13800.000000,8301.000000,13029.000000,38.000000,88.450171,96.267506
Ca,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,59900.000000,1215.000000,58532.000000,124.000000,414.003852,432.174952
Ti,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,1500.000000,150.000000,1538.000000,54.000000,53.785036,76.215682
V,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,130.000000,6.000000,78.000000,15.000000,13.251512,20.015058
Mn,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,267.000000,34.000000,224.000000,8.000000,8.262908,11.501115
Fe,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,21200.000000,1088.000000,19056.000000,54.000000,163.645205,172.324558
Co,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,12.000000,1.500000,71.000000,10.000000,8.808504,13.326280
Ni,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,29.000000,0.010000,24.000000,2.000000,1.790287,2.684237
Cu,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,66.000000,9.000000,68.000000,2.000000,2.268090,3.023943
Zn,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,74.000000,9.000000,83.000000,2.000000,2.128861,2.920968
As,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,67.000000,5.000000,54.000000,1.000000,1.162998,1.533807
Sr,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,420.000000,30.000000,360.000000,1.000000,2.515338,2.706829
Y,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,13.000000,0.010000,9.000000,1.000000,0.713874,1.228664
Zr,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,53.000000,0.010000,45.000000,1.000000,1.097783,1.484967
Mo,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,35.000000,0.900000,32.000000,1.000000,1.065183,1.461032
Ba,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,290.000000,40.000000,234.000000,10.000000,16.503011,19.296356
Pb,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,38.000000,4.000000,39.000000,1.000000,0.972375,1.394816
Th,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,5.000000,0.210000,8.000000,2.000000,1.519712,2.511877
U,2025-02-18,09:14:28,1,3,Carbonate-Rich Shale,5.000000,0.400000,8.000000,1.000000,0.875229,1.328919
Mg,2025-02-18,09:17:08,1,4,Marine Shale,15683.000000,60.000000,16756.000000,748.000000,623.651959,973.881803
Al,2025-02-18,09:17:08,1,4,Marine Shale,111132.000000,212.000000,121989.000000,402.000000,1129.053095,1198.484414
Si,2025-02-18,09:17:08,1,4,Marine Shale,222717.000000,400.000000,233020.000000,454.000000,1745.922558,1803.984916
P,2025-02-18,09:17:08,1,4,Marine Shale,1615.000000,9.000000,1111.000000,22.000000,114.115102,116.216421
S,2025-02-18,09:17:08,1,4,Marine Shale,7150.000000,80.000000,4087.000000,30.000000,76.901515,82.546005
K,2025-02-18,09:17:08,1,4,Marine Shale,28640.000000,83.000000,26983.000000,70.000000,137.230155,154.052314
Ca,2025-02-18,09:17:08,1,4,Marine Shale,21084.000000,71.000000,18396.000000,49.000000,390.642432,393.703581
Ti,2025-02-18,09:17:08,1,4,Marine Shale,5126.000000,18.000000,5171.000000,79.000000,77.225008,110.474893
V,2025-02-18,09:17:08,1,4,Marine Shale,220.000000,1.400000,160.000000,21.000000,20.216140,29.149482
Cr,2025-02-18,09:17:08,1,4,Marine Shale,109.000000,1.000000,103.000000,10.000000,6.996565,12.204586
Mn,2025-02-18,09:17:08,1,4,Marine Shale,1162.000000,8.000000,1025.000000,14.000000,16.289252,21.478821
Fe,2025-02-18,09:17:08,1,4,Marine Shale,67912.000000,155.000000,67391.000000,153.000000,189.790472,243.781507
Co,2025-02-18,09:17:08,1,4,Marine Shale,22.700000,0.100000,123.000000,20.000000,22.311461,29.963332
Ni,2025-02-18,09:17:08,1,4,Marine Shale,82.800000,0.800000,99.000000,3.000000,2.967776,4.219916
Cu,2025-02-18,09:17:08,1,4,Marine Shale,31.000000,0.600000,34.000000,3.000000,7.755478,8.315494
Zn,2025-02-18,09:17:08,1,4,Marine Shale,186.000000,1.700000,230.000000,3.000000,7.688236,8.252816
As,2025-02-18,09:17:08,1,4,Marine Shale,25.700000,0.700000,29.000000,1.000000,1.080123,1.471960
Rb,2025-02-18,09:17:08,1,4,Marine Shale,147.000000,1.000000,150.000000,1.000000,1.226053,1.582152
Sr,2025-02-18,09:17:08,1,4,Marine Shale,178.000000,1.400000,180.000000,1.000000,1.403978,1.723704
Y,2025-02-18,09:17:08,1,4,Marine Shale,36.500000,0.100000,35.000000,1.000000,1.026882,1.433348
Zr,2025-02-18,09:17:08,1,4,Marine Shale,134.000000,1.600000,135.000000,1.000000,1.372813,1.698416
Nb,2025-02-18,09:17:08,1,4,Marine Shale,15.300000,0.100000,9.000000,1.000000,0.959099,1.385594
Ba,2025-02-18,09:17:08,1,4,Marine Shale,788.000000,7.700000,834.000000,15.000000,16.586699,22.363331
La,2025-02-18,09:17:08,1,4,Marine Shale,52.500000,0.600000,74.000000,25.000000,25.458463,35.680994
Ce,2025-02-18,09:17:08,1,4,Marine Shale,108.000000,0.900000,151.000000,30.000000,29.781900,42.272468
Nd,2025-02-18,09:17:08,1,4,Marine Shale,49.200000,0.500000,192.000000,61.000000,0.000000,61.000000
Pb,2025-02-18,09:17:08,1,4,Marine Shale,35.000000,0.100000,36.000000,1.000000,1.263390,1.611258
Th,2025-02-18,09:17:08,1,4,Marine Shale,15.800000,0.100000,32.000000,2.000000,2.363586,3.096214
U,2025-02-18,09:17:08,1,4,Marine Shale,5.760000,0.100000,6.000000,1.000000,1.204958,1.565862
Mg,2025-02-18,09:19:59,1,5,Black Shale,12300.000000,77.000000,11072.000000,722.000000,729.051940,1026.060783
Al,2025-02-18,09:19:59,1,5,Black Shale,80300.000000,409.000000,95644.000000,357.000000,792.651452,869.336140
Si,2025-02-18,09:19:59,1,5,Black Shale,235700.000000,1217.000000,255033.000000,462.000000,1639.512953,1703.363357
P,2025-02-18,09:19:59,1,5,Black Shale,400.000000,0.100000,262.000000,18.000000,113.064694,114.488537
S,2025-02-18,09:19:59,1,5,Black Shale,58400.000000,470.000000,44262.000000,109.000000,267.404182,288.766336
K,2025-02-18,09:19:59,1,5,Black Shale,31800.000000,281.000000,32284.000000,79.000000,168.353556,185.967524
Ca,2025-02-18,09:19:59,1,5,Black Shale,11800.000000,201.000000,11512.000000,36.000000,341.827967,343.718430
Ti,2025-02-18,09:19:59,1,5,Black Shale,3600.000000,47.000000,3699.000000,75.000000,74.284817,105.561517
V,2025-02-18,09:19:59,1,5,Black Shale,219.120000,3.640000,208.000000,20.000000,16.742009,26.082463
Cr,2025-02-18,09:19:59,1,5,Black Shale,98.350000,3.600000,81.000000,10.000000,9.209109,13.594399
Mn,2025-02-18,09:19:59,1,5,Black Shale,200.000000,0.000000,180.000000,10.000000,11.095593,14.936940
Fe,2025-02-18,09:19:59,1,5,Black Shale,66400.000000,544.000000,65367.000000,145.000000,155.394092,212.537817
Co,2025-02-18,09:19:59,1,5,Black Shale,40.650000,0.700000,269.000000,20.000000,20.211066,28.433909
Ni,2025-02-18,09:19:59,1,5,Black Shale,192.940000,16.490000,198.000000,4.000000,4.359267,5.916351
Cu,2025-02-18,09:19:59,1,5,Black Shale,176.650000,3.240000,183.000000,4.000000,3.915371,5.597332
Zn,2025-02-18,09:19:59,1,5,Black Shale,62.520000,7.800000,55.000000,2.000000,2.669870,3.335896
As,2025-02-18,09:19:59,1,5,Black Shale,46.240000,0.830000,48.000000,1.000000,1.391365,1.713446
Rb,2025-02-18,09:19:59,1,5,Black Shale,140.000000,5.000000,159.000000,1.000000,1.278521,1.623150
Sr,2025-02-18,09:19:59,1,5,Black Shale,86.740000,1.710000,81.000000,1.000000,0.931982,1.366964
Y,2025-02-18,09:19:59,1,5,Black Shale,26.700000,0.600000,27.000000,1.000000,0.828189,1.298421
Zr,2025-02-18,09:19:59,1,5,Black Shale,144.240000,2.310000,136.000000,1.000000,1.391365,1.713446
Nb,2025-02-18,09:19:59,1,5,Black Shale,8.810000,0.100000,3.000000,1.000000,0.989949,1.407125
Mo,2025-02-18,09:19:59,1,5,Black Shale,159.410000,4.290000,144.000000,1.000000,1.983910,2.221688
Ba,2025-02-18,09:19:59,1,5,Black Shale,454.110000,29.590000,458.000000,13.000000,15.613111,20.316723
La,2025-02-18,09:19:59,1,5,Black Shale,33.530000,0.510000,78.000000,23.000000,14.737330,27.316458
Ce,2025-02-18,09:19:59,1,5,Black Shale,64.580000,1.120000,89.000000,27.000000,24.725777,36.610982
Pb,2025-02-18,09:19:59,1,5,Black Shale,52.180000,0.880000,52.000000,1.000000,1.368136,1.694637
Th,2025-02-18,09:19:59,1,5,Black Shale,9.310000,0.100000,26.000000,2.000000,2.322548,3.065001
U,2025-02-18,09:19:59,1,5,Black Shale,25.400000,0.510000,28.000000,1.000000,1.164375,1.534852
Al,2025-02-18,09:22:41,1,6,Carbonatite,1958.000000,212.000000,2387.000000,152.000000,393.265928,421.618417
Si,2025-02-18,09:22:41,1,6,Carbonatite,16222.000000,514.000000,12876.000000,97.000000,360.179042,373.011987
Fe,2025-02-18,09:22:41,1,6,Carbonatite,20562.000000,700.000000,15026.000000,63.000000,249.653985,257.480314
Ni,2025-02-18,09:22:41,1,6,Carbonatite,13.000000,1.000000,15.000000,3.000000,2.464491,3.882489
Y,2025-02-18,09:22:41,1,6,Carbonatite,81.000000,0.500000,69.000000,1.000000,1.574028,1.864823
Mg,2025-02-18,09:27:44,1,7,Phosphate,6400.000000,51.000000,7973.000000,1000.000000,891.789297,1339.883633
Al,2025-02-18,09:27:44,1,7,Phosphate,12000.000000,138.000000,15839.000000,221.000000,478.559805,527.124736
Si,2025-02-18,09:27:44,1,7,Phosphate,61400.000000,316.000000,61672.000000,221.000000,614.596196,653.122870
Fe,2025-02-18,09:27:44,1,7,Phosphate,39200.000000,199.000000,41486.000000,131.000000,179.887556,222.532094
Zn,2025-02-18,09:27:44,1,7,Phosphate,26.400000,3.660000,30.000000,3.000000,2.544377,3.933682
As,2025-02-18,09:27:44,1,7,Phosphate,24.800000,0.920000,18.000000,2.000000,1.615893,2.571208
Sr,2025-02-18,09:27:44,1,7,Phosphate,703.600000,3.110000,697.000000,3.000000,3.963065,4.970501
Zr,2025-02-18,09:27:44,1,7,Phosphate,58.710000,10.770000,66.000000,2.000000,5.468269,5.822539
Ba,2025-02-18,09:27:44,1,7,Phosphate,219.700000,1.720000,270.000000,16.000000,19.053760,24.880630
Pb,2025-02-18,09:27:44,1,7,Phosphate,76.700000,4.080000,82.000000,2.000000,4.425121,4.856099
Mg,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,26800.000000,1206.000000,26226.000000,735.000000,759.354348,1056.808415
Al,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,34500.000000,1111.000000,38029.000000,235.000000,1108.266918,1132.908011
Si,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,131800.000000,982.000000,136533.000000,299.000000,858.155672,908.753078
P,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,1400.000000,288.000000,1259.000000,19.000000,87.424656,89.465471
S,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,15300.000000,1100.000000,14068.000000,45.000000,140.893190,147.905007
K,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,13800.000000,8301.000000,13130.000000,38.000000,88.450171,96.267506
Ca,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,59900.000000,1215.000000,59170.000000,122.000000,414.003852,431.605363
Ti,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,1500.000000,150.000000,1602.000000,53.000000,53.785036,75.510464
V,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,130.000000,6.000000,106.000000,15.000000,13.251512,20.015058
Mn,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,267.000000,34.000000,225.000000,8.000000,8.262908,11.501115
Fe,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,21200.000000,1088.000000,19140.000000,53.000000,163.645205,172.013817
Co,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,12.000000,1.500000,66.000000,10.000000,8.808504,13.326280
Ni,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,29.000000,0.010000,26.000000,2.000000,1.790287,2.684237
Cu,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,66.000000,9.000000,64.000000,2.000000,2.268090,3.023943
Zn,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,74.000000,9.000000,82.000000,2.000000,2.128861,2.920968
As,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,67.000000,5.000000,55.000000,1.000000,1.162998,1.533807
Sr,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,420.000000,30.000000,362.000000,1.000000,2.515338,2.706829
Y,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,13.000000,0.010000,9.000000,1.000000,0.713874,1.228664
Zr,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,53.000000,0.010000,44.000000,1.000000,1.097783,1.484967
Mo,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,35.000000,0.900000,31.000000,1.000000,1.065183,1.461032
Ba,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,290.000000,40.000000,221.000000,10.000000,16.503011,19.296356
Ce,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,36.000000,4.000000,75.000000,21.000000,14.666288,25.614449
Pb,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,38.000000,4.000000,40.000000,1.000000,0.972375,1.394816
Th,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,5.000000,0.210000,7.000000,2.000000,1.519712,2.511877
U,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,5.000000,0.400000,10.000000,1.000000,0.875229,1.328919
Mg,2025-02-18,13:25:56,2,70,Marine Shale,15683.000000,60.000000,16329.000000,692.000000,623.651959,931.560930
Al,2025-02-18,13:25:56,2,70,Marine Shale,111132.000000,212.000000,120946.000000,389.000000,1129.053095,1194.186707
Si,2025-02-18,13:25:56,2,70,Marine Shale,222717.000000,400.000000,234724.000000,444.000000,1745.922558,1801.494262
P,2025-02-18,13:25:56,2,70,Marine Shale,1615.000000,9.000000,1205.000000,22.000000,114.115102,116.216421
S,2025-02-18,13:25:56,2,70,Marine Shale,7150.000000,80.000000,4333.000000,29.000000,76.901515,82.187852
K,2025-02-18,13:25:56,2,70,Marine Shale,28640.000000,83.000000,27257.000000,70.000000,137.230155,154.052314
Ca,2025-02-18,13:25:56,2,70,Marine Shale,21084.000000,71.000000,18763.000000,49.000000,390.642432,393.703581
Ti,2025-02-18,13:25:56,2,70,Marine Shale,5126.000000,18.000000,4940.000000,79.000000,77.225008,110.474893
V,2025-02-18,13:25:56,2,70,Marine Shale,220.000000,1.400000,174.000000,21.000000,20.216140,29.149482
Cr,2025-02-18,13:25:56,2,70,Marine Shale,109.000000,1.000000,106.000000,10.000000,6.996565,12.204586
Mn,2025-02-18,13:25:56,2,70,Marine Shale,1162.000000,8.000000,1010.000000,14.000000,16.289252,21.478821
Fe,2025-02-18,13:25:56,2,70,Marine Shale,67912.000000,155.000000,67654.000000,151.000000,189.790472,242.531283
Co,2025-02-18,13:25:56,2,70,Marine Shale,22.700000,0.100000,142.000000,20.000000,22.311461,29.963332
Ni,2025-02-18,13:25:56,2,70,Marine Shale,82.800000,0.800000,99.000000,3.000000,2.967776,4.219916
Cu,2025-02-18,13:25:56,2,70,Marine Shale,31.000000,0.600000,34.000000,3.000000,7.755478,8.315494
Zn,2025-02-18,13:25:56,2,70,Marine Shale,186.000000,1.700000,234.000000,3.000000,7.688236,8.252816
As,2025-02-18,13:25:56,2,70,Marine Shale,25.700000,0.700000,29.000000,1.000000,1.080123,1.471960
