element,date,time,block,reading,sample_id,x,sigma_x,y,sigma_y_c,epsilon,sigma_y_eff,rules,reason
Y,2025-02-18,09:27:44,1,7,Phosphate,631.000000,3.900000,676.000000,3.000000,2.956659,4.212105,3,631 ppm > 4x max shale (36.5 ppm)
Cd,2025-02-18,09:27:44,1,7,Phosphate,0.000000,0.010000,24.000000,5.000000,5.275421,7.268429,1,certified value 0 <= 1x uncertainty 0.01 (~0)
La,2025-02-18,09:27:44,1,7,Phosphate,495.800000,4.890000,722.000000,31.000000,32.195583,44.694021,3,495.8 ppm > 4x max shale (52.5 ppm)
Ce,2025-02-18,09:27:44,1,7,Phosphate,928.800000,10.190000,1251.000000,39.000000,40.544980,56.257403,3,928.8 ppm > 4x max shale (108 ppm)
Nd,2025-02-18,09:27:44,1,7,Phosphate,351.000000,9.940000,460.000000,75.000000,83.283259,112.076319,3,351 ppm > 4x max shale (49.2 ppm)
W,2025-02-18,09:27:44,1,7,Phosphate,0.000000,0.010000,13.000000,3.000000,2.608959,3.975760,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2025-02-18,09:27:44,1,7,Phosphate,0.000000,0.010000,8.000000,2.000000,1.777601,2.675792,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Th,2025-02-18,09:27:44,1,7,Phosphate,10.700000,0.670000,33.000000,3.000000,3.037349,4.269132,4,manual: knock-on interference / matrix absorption
U,2025-02-18,09:27:44,1,7,Phosphate,30.500000,0.710000,30.000000,2.000000,1.426866,2.456817,4,manual: knock-on interference / matrix absorption
Rb,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,0.000000,0.010000,75.000000,1.000000,0.847319,1.310705,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Nb,2025-02-18,13:23:15,2,69,Carbonate-Rich Shale,0.000000,0.010000,2.000000,1.000000,0.550482,1.141504,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2025-02-18,13:25:56,2,70,Marine Shale,3.300000,0.100000,17.000000,5.000000,4.072002,6.448348,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Hg,2025-02-18,13:25:56,2,70,Marine Shale,0.000000,0.010000,7.000000,1.000000,1.292495,1.634179,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Se,2025-02-18,13:28:50,2,71,Black Shale,6.310000,0.870000,4.000000,1.000000,0.509525,1.122326,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Sn,2025-02-18,13:28:50,2,71,Black Shale,0.000000,0.010000,18.000000,5.000000,4.210165,6.536474,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sb,2025-02-18,13:28:50,2,71,Black Shale,4.510000,0.100000,23.000000,7.000000,0.000000,7.000000,5,element CV 0.81177 >= 0.5 after Rules 1-4 (incoherent array)
Hg,2025-02-18,13:28:50,2,71,Black Shale,0.000000,0.010000,10.000000,1.000000,1.142141,1.518054,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Mg,2025-02-18,13:31:59,2,72,Carbonatite,7540.000000,181.000000,4158.000000,849.000000,715.655280,1110.388886,4,manual: knock-on interference / matrix absorption
P,2025-02-18,13:31:59,2,72,Carbonatite,0.000000,0.010000,4850.000000,36.000000,88.475841,95.519497,1,certified value 0 <= 1x uncertainty 0.01 (~0)
K,2025-02-18,13:31:59,2,72,Carbonatite,1328.000000,166.000000,113.000000,15.000000,63.400690,65.150959,4,manual: knock-on interference / matrix absorption
Ca,2025-02-18,13:31:59,2,72,Carbonatite,345200.000000,2716.000000,354512.000000,650.000000,2302.419916,2392.412479,3,345200 ppm > 4x max shale (59900 ppm)
Cr,2025-02-18,13:31:59,2,72,Carbonatite,5.000000,0.010000,522.000000,17.000000,17.829589,24.635223,4,manual: knock-on interference / matrix absorption
Mn,2025-02-18,13:31:59,2,72,Carbonatite,3330.000000,3330.000000,2359.000000,26.000000,34.453657,43.163115,1,certified value 3330 <= 1x uncertainty 3330 (~0)
Cu,2025-02-18,13:31:59,2,72,Carbonatite,5.000000,0.010000,11.000000,3.000000,2.212088,3.727376,4,manual: knock-on interference / matrix absorption
Zn,2025-02-18,13:31:59,2,72,Carbonatite,87.000000,1.500000,62.000000,2.000000,3.324829,3.880011,4,manual: knock-on interference / matrix absorption
Rb,2025-02-18,13:31:59,2,72,Carbonatite,0.000000,0.010000,14.000000,1.000000,1.245505,1.597273,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sr,2025-02-18,13:31:59,2,72,Carbonatite,12000.000000,50.000000,9335.000000,28.000000,44.512927,52.587077,3,12000 ppm > 4x max shale (420 ppm)
Zr,2025-02-18,13:31:59,2,72,Carbonatite,65.000000,3.000000,90.000000,3.000000,3.367929,4.510316,4,manual: knock-on interference / matrix absorption
Nb,2025-02-18,13:31:59,2,72,Carbonatite,3900.000000,60.000000,2814.000000,9.000000,41.137862,42.110850,3,3900 ppm > 4x max shale (15.3 ppm)
Mo,2025-02-18,13:31:59,2,72,Carbonatite,0.000000,0.010000,12.000000,1.000000,1.844952,2.098534,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Ag,2025-02-18,13:31:59,2,72,Carbonatite,0.000000,0.010000,6.000000,2.000000,0.000000,2.000000,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Cd,2025-02-18,13:31:59,2,72,Carbonatite,0.000000,0.010000,13.000000,4.000000,3.117157,5.071160,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Ba,2025-02-18,13:31:59,2,72,Carbonatite,1000.000000,50.000000,1185.000000,20.000000,24.373365,31.528731,4,manual: knock-on interference / matrix absorption
La,2025-02-18,13:31:59,2,72,Carbonatite,750.000000,10.000000,1245.000000,34.000000,32.628444,47.123406,3,750 ppm > 4x max shale (52.5 ppm)
Ce,2025-02-18,13:31:59,2,72,Carbonatite,1700.000000,100.000000,2281.000000,42.000000,53.742859,68.207733,3,1700 ppm > 4x max shale (108 ppm)
Pr,2025-02-18,13:31:59,2,72,Carbonatite,150.000000,6.000000,198.000000,52.000000,40.640099,65.997103,3,150 ppm > 4x max shale (12.6 ppm)
Nd,2025-02-18,13:31:59,2,72,Carbonatite,480.000000,15.000000,539.000000,76.000000,92.046741,119.367511,3,480 ppm > 4x max shale (49.2 ppm)
Pb,2025-02-18,13:31:59,2,72,Carbonatite,0.000000,0.010000,7.000000,1.000000,1.242929,1.595265,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Bi,2025-02-18,13:31:59,2,72,Carbonatite,0.000000,0.010000,155.000000,17.000000,15.890652,23.270428,1,certified value 0 <= 1x uncertainty 0.01 (~0)
P,2025-02-18,13:34:50,2,73,Phosphate,113500.000000,22979.000000,91958.000000,247.000000,559.462522,611.561374,3,113500 ppm > 4x max shale (1615 ppm)
Ca,2025-02-18,13:34:50,2,73,Phosphate,282600.000000,839.000000,293412.000000,558.000000,1215.927377,1337.850285,3,282600 ppm > 4x max shale (59900 ppm)
Ti,2025-02-18,13:34:50,2,73,Phosphate,900.000000,34.000000,540.000000,94.000000,73.212847,119.147475,4,manual: knock-on interference / matrix absorption
Cr,2025-02-18,13:34:50,2,73,Phosphate,49.200000,5.200000,431.000000,18.000000,19.357406,26.433107,4,manual: knock-on interference / matrix absorption
Mn,2025-02-18,13:34:50,2,73,Phosphate,8400.000000,40.000000,8792.000000,51.000000,128.816889,138.545266,3,8400 ppm > 4x max shale (1162 ppm)
Ni,2025-02-18,13:34:50,2,73,Phosphate,32.000000,4.170000,84.000000,4.000000,3.285938,5.176619,4,manual: knock-on interference / matrix absorption
Y,2025-02-18,13:34:50,2,73,Phosphate,631.000000,3.900000,671.000000,3.000000,2.956659,4.212105,3,631 ppm > 4x max shale (36.5 ppm)
Cd,2025-02-18,13:34:50,2,73,Phosphate,0.000000,0.010000,24.000000,5.000000,5.275421,7.268429,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2025-02-18,13:34:50,2,73,Phosphate,0.000000,0.010000,24.000000,6.000000,4.690416,7.615773,1,certified value 0 <= 1x uncertainty 0.01 (~0)
La,2025-02-18,13:34:50,2,73,Phosphate,495.800000,4.890000,741.000000,31.000000,32.195583,44.694021,3,495.8 ppm > 4x max shale (52.5 ppm)
Ce,2025-02-18,13:34:50,2,73,Phosphate,928.800000,10.190000,1259.000000,39.000000,40.544980,56.257403,3,928.8 ppm > 4x max shale (108 ppm)
Pr,2025-02-18,13:34:50,2,73,Phosphate,96.700000,1.180000,159.000000,51.000000,28.308252,58.329728,3,96.7 ppm > 4x max shale (12.6 ppm)
Nd,2025-02-18,13:34:50,2,73,Phosphate,351.000000,9.940000,529.000000,75.000000,83.283259,112.076319,3,351 ppm > 4x max shale (49.2 ppm)
W,2025-02-18,13:34:50,2,73,Phosphate,0.000000,0.010000,13.000000,3.000000,2.608959,3.975760,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2025-02-18,13:34:50,2,73,Phosphate,0.000000,0.010000,14.000000,2.000000,1.777601,2.675792,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Th,2025-02-18,13:34:50,2,73,Phosphate,10.700000,0.670000,34.000000,3.000000,3.037349,4.269132,4,manual: knock-on interference / matrix absorption
U,2025-02-18,13:34:50,2,73,Phosphate,30.500000,0.710000,33.000000,2.000000,1.426866,2.456817,4,manual: knock-on interference / matrix absorption
Rb,2025-02-18,14:53:39,3,107,Carbonate-Rich Shale,0.000000,0.010000,75.000000,1.000000,0.847319,1.310705,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Nb,2025-02-18,14:53:39,3,107,Carbonate-Rich Shale,0.000000,0.010000,2.000000,1.000000,0.550482,1.141504,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2025-02-18,14:56:45,3,108,Marine Shale,3.300000,0.100000,29.000000,5.000000,4.072002,6.448348,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Hg,2025-02-18,14:56:45,3,108,Marine Shale,0.000000,0.010000,7.000000,1.000000,1.292495,1.634179,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Se,2025-02-18,14:59:59,3,109,Black Shale,6.310000,0.870000,4.000000,1.000000,0.509525,1.122326,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Sn,2025-02-18,14:59:59,3,109,Black Shale,0.000000,0.010000,16.000000,5.000000,4.210165,6.536474,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2025-02-18,14:59:59,3,109,Black Shale,0.000000,0.010000,10.000000,1.000000,1.142141,1.518054,1,certified value 0 <= 1x uncertainty 0.01 (~0)
P,2025-02-18,15:02:41,3,110,Carbonatite,0.000000,0.010000,4675.000000,34.000000,88.475841,94.783830,1,certified value 0 <= 1x uncertainty 0.01 (~0)
K,2025-02-18,15:02:41,3,110,Carbonatite,1328.000000,166.000000,55.000000,14.000000,63.400690,64.928017,4,manual: knock-on interference / matrix absorption
Ca,2025-02-18,15:02:41,3,110,Carbonatite,345200.000000,2716.000000,351722.000000,527.000000,2302.419916,2361.962419,3,345200 ppm > 4x max shale (59900 ppm)
V,2025-02-18,15:02:41,3,110,Carbonatite,110.000000,6.000000,74.000000,26.000000,6.930208,26.907764,4,manual: knock-on interference / matrix absorption
Cr,2025-02-18,15:02:41,3,110,Carbonatite,5.000000,0.010000,508.000000,17.000000,17.829589,24.635223,4,manual: knock-on interference / matrix absorption
Mn,2025-02-18,15:02:41,3,110,Carbonatite,3330.000000,3330.000000,2408.000000,26.000000,34.453657,43.163115,1,certified value 3330 <= 1x uncertainty 3330 (~0)
Cu,2025-02-18,15:02:41,3,110,Carbonatite,5.000000,0.010000,11.000000,3.000000,2.212088,3.727376,4,manual: knock-on interference / matrix absorption
Zn,2025-02-18,15:02:41,3,110,Carbonatite,87.000000,1.500000,65.000000,2.000000,3.324829,3.880011,4,manual: knock-on interference / matrix absorption
Rb,2025-02-18,15:02:41,3,110,Carbonatite,0.000000,0.010000,16.000000,1.000000,1.245505,1.597273,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sr,2025-02-18,15:02:41,3,110,Carbonatite,12000.000000,50.000000,9321.000000,25.000000,44.512927,51.052920,3,12000 ppm > 4x max shale (420 ppm)
Zr,2025-02-18,15:02:41,3,110,Carbonatite,65.000000,3.000000,90.000000,3.000000,3.367929,4.510316,4,manual: knock-on interference / matrix absorption
Nb,2025-02-18,15:02:41,3,110,Carbonatite,3900.000000,60.000000,2774.000000,8.000000,41.137862,41.908516,3,3900 ppm > 4x max shale (15.3 ppm)
Mo,2025-02-18,15:02:41,3,110,Carbonatite,0.000000,0.010000,11.000000,1.000000,1.844952,2.098534,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Ba,2025-02-18,15:02:41,3,110,Carbonatite,1000.000000,50.000000,1209.000000,20.000000,24.373365,31.528731,4,manual: knock-on interference / matrix absorption
La,2025-02-18,15:02:41,3,110,Carbonatite,750.000000,10.000000,1232.000000,34.000000,32.628444,47.123406,3,750 ppm > 4x max shale (52.5 ppm)
Ce,2025-02-18,15:02:41,3,110,Carbonatite,1700.000000,100.000000,2316.000000,42.000000,53.742859,68.207733,3,1700 ppm > 4x max shale (108 ppm)
Pr,2025-02-18,15:02:41,3,110,Carbonatite,150.000000,6.000000,187.000000,51.000000,40.640099,65.212097,3,150 ppm > 4x max shale (12.6 ppm)
Nd,2025-02-18,15:02:41,3,110,Carbonatite,480.000000,15.000000,684.000000,75.000000,92.046741,118.733325,3,480 ppm > 4x max shale (49.2 ppm)
Pb,2025-02-18,15:02:41,3,110,Carbonatite,0.000000,0.010000,5.000000,1.000000,1.242929,1.595265,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Bi,2025-02-18,15:02:41,3,110,Carbonatite,0.000000,0.010000,152.000000,17.000000,15.890652,23.270428,1,certified value 0 <= 1x uncertainty 0.01 (~0)
P,2025-02-18,15:05:25,3,111,Phosphate,113500.000000,22979.000000,91627.000000,245.000000,559.462522,610.756346,3,113500 ppm > 4x max shale (1615 ppm)
Ca,2025-02-18,15:05:25,3,111,Phosphate,282600.000000,839.000000,293483.000000,554.000000,1215.927377,1336.186883,3,282600 ppm > 4x max shale (59900 ppm)
Ti,2025-02-18,15:05:25,3,111,Phosphate,900.000000,34.000000,610.000000,93.000000,73.212847,118.360132,4,manual: knock-on interference / matrix absorption
Cr,2025-02-18,15:05:25,3,111,Phosphate,49.200000,5.200000,396.000000,17.000000,19.357406,25.762553,4,manual: knock-on interference / matrix absorption
Mn,2025-02-18,15:05:25,3,111,Phosphate,8400.000000,40.000000,8525.000000,50.000000,128.816889,138.180284,3,8400 ppm > 4x max shale (1162 ppm)
Ni,2025-02-18,15:05:25,3,111,Phosphate,32.000000,4.170000,86.000000,4.000000,3.285938,5.176619,4,manual: knock-on interference / matrix absorption
Cu,2025-02-18,15:05:25,3,111,Phosphate,23.000000,5.020000,20.000000,4.000000,5.680503,6.947526,4,manual: knock-on interference / matrix absorption
Y,2025-02-18,15:05:25,3,111,Phosphate,631.000000,3.900000,675.000000,3.000000,2.956659,4.212105,3,631 ppm > 4x max shale (36.5 ppm)
Cd,2025-02-18,15:05:25,3,111,Phosphate,0.000000,0.010000,37.000000,5.000000,5.275421,7.268429,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2025-02-18,15:05:25,3,111,Phosphate,0.000000,0.010000,20.000000,6.000000,4.690416,7.615773,1,certified value 0 <= 1x uncertainty 0.01 (~0)
La,2025-02-18,15:05:25,3,111,Phosphate,495.800000,4.890000,739.000000,31.000000,32.195583,44.694021,3,495.8 ppm > 4x max shale (52.5 ppm)
Ce,2025-02-18,15:05:25,3,111,Phosphate,928.800000,10.190000,1335.000000,39.000000,40.544980,56.257403,3,928.8 ppm > 4x max shale (108 ppm)
Nd,2025-02-18,15:05:25,3,111,Phosphate,351.000000,9.940000,561.000000,74.000000,83.283259,111.409610,3,351 ppm > 4x max shale (49.2 ppm)
W,2025-02-18,15:05:25,3,111,Phosphate,0.000000,0.010000,18.000000,3.000000,2.608959,3.975760,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2025-02-18,15:05:25,3,111,Phosphate,0.000000,0.010000,9.000000,2.000000,1.777601,2.675792,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Th,2025-02-18,15:05:25,3,111,Phosphate,10.700000,0.670000,41.000000,3.000000,3.037349,4.269132,4,manual: knock-on interference / matrix absorption
U,2025-02-18,15:05:25,3,111,Phosphate,30.500000,0.710000,33.000000,2.000000,1.426866,2.456817,4,manual: knock-on interference / matrix absorption
Rb,2025-02-24,09:49:36,1,3,Carbonate-Rich Shale,0.000000,0.010000,75.000000,1.000000,0.847319,1.310705,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Pr,2025-02-24,09:49:36,1,3,Carbonate-Rich Shale,0.000000,0.010000,107.000000,31.000000,12.727922,33.511192,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2025-02-24,09:52:21,1,4,Marine Shale,3.300000,0.100000,23.000000,5.000000,4.072002,6.448348,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Hg,2025-02-24,09:52:21,1,4,Marine Shale,0.000000,0.010000,4.000000,1.000000,1.292495,1.634179,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Se,2025-02-24,09:55:02,1,5,Black Shale,6.310000,0.870000,4.000000,1.000000,0.509525,1.122326,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Hg,2025-02-24,09:55:02,1,5,Black Shale,0.000000,0.010000,11.000000,1.000000,1.142141,1.518054,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Mg,2025-02-24,09:57:49,1,6,Carbonatite,7540.000000,181.000000,3172.000000,905.000000,715.655280,1153.770982,4,manual: knock-on interference / matrix absorption
P,2025-02-24,09:57:49,1,6,Carbonatite,0.000000,0.010000,4754.000000,36.000000,88.475841,95.519497,1,certified value 0 <= 1x uncertainty 0.01 (~0)
K,2025-02-24,09:57:49,1,6,Carbonatite,1328.000000,166.000000,97.000000,14.000000,63.400690,64.928017,4,manual: knock-on interference / matrix absorption
Ca,2025-02-24,09:57:49,1,6,Carbonatite,345200.000000,2716.000000,351554.000000,662.000000,2302.419916,2395.700622,3,345200 ppm > 4x max shale (59900 ppm)
Cr,2025-02-24,09:57:49,1,6,Carbonatite,5.000000,0.010000,495.000000,17.000000,17.829589,24.635223,4,manual: knock-on interference / matrix absorption
Mn,2025-02-24,09:57:49,1,6,Carbonatite,3330.000000,3330.000000,2386.000000,26.000000,34.453657,43.163115,1,certified value 3330 <= 1x uncertainty 3330 (~0)
Cu,2025-02-24,09:57:49,1,6,Carbonatite,5.000000,0.010000,15.000000,3.000000,2.212088,3.727376,4,manual: knock-on interference / matrix absorption
Zn,2025-02-24,09:57:49,1,6,Carbonatite,87.000000,1.500000,60.000000,2.000000,3.324829,3.880011,4,manual: knock-on interference / matrix absorption
Rb,2025-02-24,09:57:49,1,6,Carbonatite,0.000000,0.010000,14.000000,1.000000,1.245505,1.597273,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sr,2025-02-24,09:57:49,1,6,Carbonatite,12000.000000,50.000000,9305.000000,28.000000,44.512927,52.587077,3,12000 ppm > 4x max shale (420 ppm)
Zr,2025-02-24,09:57:49,1,6,Carbonatite,65.000000,3.000000,88.000000,3.000000,3.367929,4.510316,4,manual: knock-on interference / matrix absorption
Nb,2025-02-24,09:57:49,1,6,Carbonatite,3900.000000,60.000000,2748.000000,9.000000,41.137862,42.110850,3,3900 ppm > 4x max shale (15.3 ppm)
Mo,2025-02-24,09:57:49,1,6,Carbonatite,0.000000,0.010000,13.000000,1.000000,1.844952,2.098534,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Ba,2025-02-24,09:57:49,1,6,Carbonatite,1000.000000,50.000000,1200.000000,20.000000,24.373365,31.528731,4,manual: knock-on interference / matrix absorption
La,2025-02-24,09:57:49,1,6,Carbonatite,750.000000,10.000000,1264.000000,34.000000,32.628444,47.123406,3,750 ppm > 4x max shale (52.5 ppm)
Ce,2025-02-24,09:57:49,1,6,Carbonatite,1700.000000,100.000000,2287.000000,42.000000,53.742859,68.207733,3,1700 ppm > 4x max shale (108 ppm)
Pr,2025-02-24,09:57:49,1,6,Carbonatite,150.000000,6.000000,188.000000,51.000000,40.640099,65.212097,3,150 ppm > 4x max shale (12.6 ppm)
Nd,2025-02-24,09:57:49,1,6,Carbonatite,480.000000,15.000000,689.000000,76.000000,92.046741,119.367511,3,480 ppm > 4x max shale (49.2 ppm)
Pb,2025-02-24,09:57:49,1,6,Carbonatite,0.000000,0.010000,9.000000,1.000000,1.242929,1.595265,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Bi,2025-02-24,09:57:49,1,6,Carbonatite,0.000000,0.010000,155.000000,17.000000,15.890652,23.270428,1,certified value 0 <= 1x uncertainty 0.01 (~0)
P,2025-02-24,10:00:26,1,7,Phosphate,113500.000000,22979.000000,91814.000000,252.000000,559.462522,613.597844,3,113500 ppm > 4x max shale (1615 ppm)
Ca,2025-02-24,10:00:26,1,7,Phosphate,282600.000000,839.000000,292770.000000,570.000000,1215.927377,1342.899619,3,282600 ppm > 4x max shale (59900 ppm)
Ti,2025-02-24,10:00:26,1,7,Phosphate,900.000000,34.000000,607.000000,94.000000,73.212847,119.147475,4,manual: knock-on interference / matrix absorption
Cr,2025-02-24,10:00:26,1,7,Phosphate,49.200000,5.200000,395.000000,17.000000,19.357406,25.762553,4,manual: knock-on interference / matrix absorption
Mn,2025-02-24,10:00:26,1,7,Phosphate,8400.000000,40.000000,8644.000000,50.000000,128.816889,138.180284,3,8400 ppm > 4x max shale (1162 ppm)
Ni,2025-02-24,10:00:26,1,7,Phosphate,32.000000,4.170000,80.000000,4.000000,3.285938,5.176619,4,manual: knock-on interference / matrix absorption
Y,2025-02-24,10:00:26,1,7,Phosphate,631.000000,3.900000,671.000000,3.000000,2.956659,4.212105,3,631 ppm > 4x max shale (36.5 ppm)
Cd,2025-02-24,10:00:26,1,7,Phosphate,0.000000,0.010000,25.000000,5.000000,5.275421,7.268429,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2025-02-24,10:00:26,1,7,Phosphate,0.000000,0.010000,27.000000,6.000000,4.690416,7.615773,1,certified value 0 <= 1x uncertainty 0.01 (~0)
La,2025-02-24,10:00:26,1,7,Phosphate,495.800000,4.890000,765.000000,32.000000,32.195583,45.393343,3,495.8 ppm > 4x max shale (52.5 ppm)
Ce,2025-02-24,10:00:26,1,7,Phosphate,928.800000,10.190000,1409.000000,39.000000,40.544980,56.257403,3,928.8 ppm > 4x max shale (108 ppm)
Pr,2025-02-24,10:00:26,1,7,Phosphate,96.700000,1.180000,243.000000,51.000000,28.308252,58.329728,3,96.7 ppm > 4x max shale (12.6 ppm)
Nd,2025-02-24,10:00:26,1,7,Phosphate,351.000000,9.940000,675.000000,74.000000,83.283259,111.409610,3,351 ppm > 4x max shale (49.2 ppm)
